phrase_number,composition_number,cadence_role_cantz,cadence_alter,cadence_final_tone,cadence_role_tenz,cadence_kind,cadence_final_tone_before,cadence_final_tone_after,cadence_kind_before,cadence_kind_after,final_cadence
DC0123.1: Puisque fortune mal apprinse,DC0123: Puisque fortune mal apprinse,S,Displaced,A,B,Phrygian,None,F,None,Authentic,F
DC0122.12: Et par despit la mort prendra la fuyte.,DC0122: Amour et mort par trop grand avantage,S,None,F,T,Authentic,C,None,CAD NDLT,None,F
DC0122.11: L'amour fera noz deux espritz contens.,DC0122: Amour et mort par trop grand avantage,Ct,Displaced,C,B,CAD NDLT,A,F,Phrygian,Authentic,F
"DC0122.10: M'ottroyer part digne de la poursuyte,",DC0122: Amour et mort par trop grand avantage,S,,A,T,Phrygian,G,C,Authentic,CAD NDLT,F
DC0122.9: Mais si voulez du bien que je pretens,DC0122: Amour et mort par trop grand avantage,Ct,"Displaced, Evaded",G,T,Authentic,F,A,Authentic,Phrygian,F
"DC0122.8: A l'un tousjours, à l'autre pour un temps",DC0122: Amour et mort par trop grand avantage,S,None,F,T,Authentic,C,G,Authentic,Authentic,F
DC0122.7: Vous leur povez commander de cesser,DC0122: Amour et mort par trop grand avantage,S,"Displaced, Evaded",C,Ct,Authentic,F,F,Authentic,Authentic,F
DC0122.6: Que ce que doibt nature luy laisser.,DC0122: Amour et mort par trop grand avantage,Ct,Displaced,F,T,Authentic,A,C,Plagal,Authentic,F
"DC0122.5: Appaisant l'un, l'autre n'aura pour gage",DC0122: Amour et mort par trop grand avantage,None,None,A,None,Plagal,F,F,Authentic,Authentic,F
DC0122.2: Prendront de moy si cruelle vengeance,DC0122: Amour et mort par trop grand avantage,S,None,F,T,Authentic,C,A,Plagal,Plagal,F
DC0122.1: Amour et mort par trop grand avantage,DC0122: Amour et mort par trop grand avantage,,,C,,Plagal,None,F,None,Authentic,F
"DC0121.10: Elle me veult, je ne la vouldray point.",DC0121: Mauldict soit-il qui jamays aymera,S,None,F,T,Authentic,C,None,CAD NDLT,None,F
"DC0121.9: De liberté, que si jour de ma vie",DC0121: Mauldict soit-il qui jamays aymera,Ct,Displaced,C,B,CAD NDLT,A,F,Phrygian,Authentic,F
DC0121.8: En sa rigueur j'auray gaigné tel poinct,DC0121: Mauldict soit-il qui jamays aymera,S,,A,T,Phrygian,G,C,Authentic,CAD NDLT,F
DC0121.7: Qu'amour faisoit ma plus grand ennemye.,DC0121: Mauldict soit-il qui jamays aymera,S,None,G,T,Authentic,C,A,Authentic,Phrygian,F
"DC0121.6: Mes jours subjectz au vouloir d'un' amye,",DC0121: Mauldict soit-il qui jamays aymera,Ct,"Displaced, Inverted, Evaded",C,S,Authentic,F,G,Authentic,Authentic,F
DC0121.5: Quelle pitié d'avoir usé ainsi,DC0121: Mauldict soit-il qui jamays aymera,Ct,Displaced,F,B,Authentic,F,C,Authentic,Authentic,F
DC0121.2: Tant je m'en suis mal trouvé jusqu'icy.,DC0121: Mauldict soit-il qui jamays aymera,S,None,F,T,Authentic,C,F,Authentic,Authentic,F
"DC0121.1: Mauldict soit il qui jamays aymera,",DC0121: Mauldict soit-il qui jamays aymera,Ct,Displaced,C,B,Authentic,None,F,None,Authentic,F
DC0120.8: Que sans le dire mort le fera sçavoir,DC0120: Si je me plains ce n'est sans apparence,S,None,F,T,Authentic,C,None,Authentic,None,F
DC0120.6: Ne voulant point le plus faire apparoir.,DC0120: Si je me plains ce n'est sans apparence,T,"Displaced, Inverted",C,Ct,Authentic,C,F,Authentic,Authentic,F
DC0120.5: Fort le nyer est ce que je desire.,DC0120: Si je me plains ce n'est sans apparence,S,,A,T,Phrygian,F,C,Authentic,Authentic,F
DC0120.2: Ayant du mal trop plus que ne puis dire.,DC0120: Si je me plains ce n'est sans apparence,S,None,F,T,Authentic,None,A,None,Phrygian,F
"DC0119.8: Car l'un m'est doulx et si pres de mon coeur,",DC0119: J'ay d'un costé l'honneur tant estimé,S,None,F,T,Authentic,G,None,Authentic,None,F
DC0119.7: Las je ne sçay duquel me rendre absente.,DC0119: J'ay d'un costé l'honneur tant estimé,S,None,G,T,Authentic,D,F,Plagal,Authentic,F
"DC0119.6: Tous deux en moy, dont fort je me tourmente.",DC0119: J'ay d'un costé l'honneur tant estimé,None,None,D,None,Plagal,C,G,Authentic,Authentic,F
"DC0119.5: De l'en oster, et si ne les puis voir",DC0119: J'ay d'un costé l'honneur tant estimé,S,"Inverted, Incomplete",C,T,Authentic,F,D,Authentic,Plagal,F
"DC0119.2: Devant les yeulx, lequel je vueil avoir.",DC0119: J'ay d'un costé l'honneur tant estimé,S,None,F,T,Authentic,C,C,Authentic,Authentic,F
DC0119.1: J'ay d'un costé l'honneur tant estimé,DC0119: J'ay d'un costé l'honneur tant estimé,S,Incomplete,C,T,Authentic,C,F,Authentic,Authentic,F
DC0118.10: Si de neuf fois venez à dixhuict.,DC0118: Vrais amateurs du plaisir de Vénus,S,None,A,T,Authentic,G,None,Authentic,None,A
"DC0118.9: Vous les ferez tous vifz crever de rage,",DC0118: Vrais amateurs du plaisir de Vénus,S,None,G,T,Authentic,E,A,Phrygian,Authentic,A
DC0118.8: Besongnez donc et de jour et de nuict.,DC0118: Vrais amateurs du plaisir de Vénus,Ct,Displaced,E,B,Phrygian,A,G,Authentic,Authentic,A
"DC0118.7: D'en faire autant, à si gentil ouvrage.",DC0118: Vrais amateurs du plaisir de Vénus,S,None,A,T,Authentic,C,E,CAD NDLT,Phrygian,A
"DC0118.6: Pas ne fauldront, car ilz n'ont le courage",DC0118: Vrais amateurs du plaisir de Vénus,S,None,A,T,Authentic,C,E,CAD NDLT,Phrygian,A
DC0118.5: Les envieux toutefois à mesdire,DC0118: Vrais amateurs du plaisir de Vénus,Ct,"Displaced, Inverted",C,T,Authentic,A,C,Authentic,CAD NDLT,A
"DC0118.2: Qui pour neuf fois ne vous faictes que rire,",DC0118: Vrais amateurs du plaisir de Vénus,S,None,A,T,Authentic,A,C,Authentic,Authentic,A
"DC0118.1: Vrais amateurs du plaisir de Venus,",DC0118: Vrais amateurs du plaisir de Vénus,S,,A,T,Authentic,None,A,None,Authentic,A
DC0117.10: D'estre jaloux subject au coquage.,DC0117: Qu'est-ce que fait celui qui se marie,S,None,A,T,Authentic,A,None,Authentic,None,A
"DC0117.9: Et s'il y fault, il tombe en ce martyre,",DC0117: Qu'est-ce que fait celui qui se marie,None,None,A,None,Plagal,A,A,Authentic,Plagal,A
"DC0117.6: A caqueter tic tac. Puis luy vient dire,",DC0117: Qu'est-ce que fait celui qui se marie,S,Incomplete,A,T,Authentic,G,A,Plagal,Plagal,A
DC0117.4: Ou sont des maulx à change et à rechange.,DC0117: Qu'est-ce que fait celui qui se marie,None,None,G,None,Plagal,A,A,Authentic,Authentic,A
DC0117.3: Que fait il plus? en mesnage se lie,DC0117: Qu'est-ce que fait celui qui se marie,S,None,A,T,Authentic,A,G,Authentic,Plagal,A
DC0117.1: Qu'est ce que fait celuy qui se marie?,DC0117: Qu'est-ce que fait celui qui se marie,S,None,A,T,Authentic,None,A,None,Authentic,A
DC0116.10: Et qu'ell' neut point perdu son pucelage.,"DC0116: Maistre Ambrelin, confesseur de nonettes",S,None,A,T,Authentic,C,None,Authentic,None,A
"DC0116.9: Que pleust a dieu que tu le m'eusse faict,","DC0116: Maistre Ambrelin, confesseur de nonettes",S,"Displaced, Evaded",C,Ct,Authentic,E,A,Phrygian,Authentic,A
DC0116.8: As tu osé luy faire un tel oultrage?,"DC0116: Maistre Ambrelin, confesseur de nonettes",B,"Displaced, Inverted",E,Ct,Phrygian,E,C,Plagal,Authentic,A
DC0116.7: Comment dit ell' meschant vilain infect,"DC0116: Maistre Ambrelin, confesseur de nonettes",None,None,E,None,Plagal,G,E,CadInCad,Phrygian,A
DC0116.6: Qu'a leur abbesse on compta tout le faict.,"DC0116: Maistre Ambrelin, confesseur de nonettes",T,"Displaced, Incomplete",G,Ct,CadInCad,E,E,Phrygian,Plagal,A
"DC0116.5: Leurs petis jeuz tant furent descouvertz,","DC0116: Maistre Ambrelin, confesseur de nonettes",B,"Displaced, Inverted",E,S,Phrygian,E,G,Plagal,CadInCad,A
"DC0116.2: Fin crocheteur de leurs pechez couvertz,","DC0116: Maistre Ambrelin, confesseur de nonettes",None,None,E,None,Plagal,A,E,Plagal,Phrygian,A
"DC0116.1: Maistre Ambrelin, confesseur de nonnettes,","DC0116: Maistre Ambrelin, confesseur de nonettes",None,None,A,None,Plagal,None,E,None,Plagal,A
DC0115.8: Pour faire à deux amans un pareil bien.,DC0115: Quelle prison au monde est plus cruelle,S,None,A,T,Authentic,E,None,Phrygian,None,A
DC0115.6: Convertissez par honneste moyen,DC0115: Quelle prison au monde est plus cruelle,S,,E,T,Phrygian,C,A,Authentic,Authentic,A
DC0115.5: O dieu amour monstrez vostre puissance,DC0115: Quelle prison au monde est plus cruelle,S,,C,T,Authentic,A,C,Authentic,Authentic,A
DC0115.2: Pour deux amans qu'une bien longue absence?,DC0115: Quelle prison au monde est plus cruelle,S,None,A,T,Authentic,E,C,Phrygian,Authentic,A
DC0115.1: Quelle prison au monde est plus cruelle,DC0115: Quelle prison au monde est plus cruelle,B,"Inverted, Displaced",E,Ct,Phrygian,None,A,None,Authentic,A
DC0114.10: De cruauté et de toute rigueur.,DC0114: Trop justement je forme une complainte,S,,A,T,Authentic,A,None,Authentic,None,A
DC0114.9: Elle me paist ceste seconde Heleine,DC0114: Trop justement je forme une complainte,S,"Displaced, Evaded",None,Ct,Authentic,C,A,Authentic,Authentic,A
"DC0114.8: Mais au rebours d'amoureuse faveur,",DC0114: Trop justement je forme une complainte,T,"Displaced, Incomplete, Inverted",C,Ct,Authentic,C,None,Authentic,Authentic,A
DC0114.7: Onques amant ne receut telle estreine.,DC0114: Trop justement je forme une complainte,S,,A,T,Authentic,E,C,Phrygian,Authentic,A
"DC0114.6: Selon l'effect que merite la peine,",DC0114: Trop justement je forme une complainte,Ct,,E,B,Phrygian,C,A,Authentic,Authentic,A
DC0114.5: O si j'avoye jouyssance opportune,DC0114: Trop justement je forme une complainte,T,Displaced,C,B,Authentic,A,E,Authentic,Phrygian,A
DC0114.2: Contre l'effort de l'ingrate fortune.,DC0114: Trop justement je forme une complainte,S,None,A,T,Authentic,C,C,Authentic,Authentic,A
DC0114.1: Trop justement je forme une complainte,DC0114: Trop justement je forme une complainte,S,None,C,T,Authentic,E,A,Phrygian,Authentic,A
DC0113.8: N'en avoir eu jamais la cognoissance.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",S,,D,T,Authentic,D,None,Authentic,None,D
"DC0113.7: J'aymasse mieulx veu mon grief et dommage,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",T,"Displaced, Incomplete, Inverted",D,Ct,Authentic,A,D,Authentic,Authentic,D
DC0113.6: En me donnant le mal sans allegeance.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",Ct,"Displaced, Inverted, Evaded",A,S,Authentic,F,D,Authentic,Authentic,D
"DC0113.5: Mal cognoissois ce cuyde mon courage,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",S,None,F,T,Authentic,A,A,Authentic,Authentic,D
DC0113.4: Dont lon reçoit tout bien et avantage.,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",Ct,,A,B,Authentic,A,F,Authentic,Authentic,D
DC0113.3: Veu que tu es la fenestre et l'aport,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",S,Displaced,A,Ct,Authentic,D,A,Authentic,Authentic,D
DC0113.2: De m'avoir faict et causé tel oultrage?,"DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",S,None,D,T,Authentic,F,A,CadInCad,Authentic,D
"DC0113.1: Helas mon coeur n'as tu pas trop grand tort,","DC0113: Helas mon cœur (mon œil), n'as tu pas trop grand tort",T,"Displaced, Incomplete, Inverted",F,Ct,CadInCad,None,D,None,Authentic,D
"DC0112.5: Tout est à vous, si vous estes contente.",DC0112: Comme l'aymant par sa vertu latente,S,None,D,T,Authentic,D,None,Authentic,None,D
"DC0112.4: Prenez le corps, car sans coeur ne peult vivre.",DC0112: Comme l'aymant par sa vertu latente,T,Displaced,F,B,Authentic,A,D,Phrygian,Authentic,D
DC0112.3: Mon coeur navré qui partout le veult suyvre.,DC0112: Comme l'aymant par sa vertu latente,T,"Displaced, Incomplete, Evaded",D,Ct,Authentic,E,A,Phrygian,Phrygian,D
"DC0112.2: Attrait le fer, vostre oeil attire et tente",DC0112: Comme l'aymant par sa vertu latente,S,,D,T,Authentic,D,E,Authentic,Phrygian,D
"DC0112.1: Comme l'aymant par sa vertu latente,",DC0112: Comme l'aymant par sa vertu latente,S,,D,T,Authentic,None,D,None,Authentic,D
DC0111.5: Maudict soit ce (moais) mauvais garson qui bat les gens.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0111.4: Il fut plus fort, il m'abatit maugré mes dentz.",DC0111: L'autre jour jouer m'aloye/ Parmi ces champs,Ct,"Displaced, Evaded",D,S,Authentic,C,G,Plagal,Authentic,G
"DC0111.3: Il hurte à moy, et moy à luy.",DC0111: L'autre jour jouer m'aloye/ Parmi ces champs,None,None,C,None,Plagal,G,D,Plagal,Authentic,G
DC0111.2: En mon chemin rencontray un verd gallant.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs,None,None,G,None,Plagal,C,C,CAD NDLT,Plagal,G
DC0111.1: L'autre jour jouer m'alloye parmy ces champs.,DC0111: L'autre jour jouer m'aloye/ Parmi ces champs,Ct,Displaced,C,B,CAD NDLT,None,C,None,CAD NDLT,G
DC0110.4: Mon coeur l'a pour soy retenue.,DC0110: Si la promesse m'est tenue,S,None,G,T,Authentic,B-flat,None,Authentic,None,G
DC0110.3: J'auray ma part en sa beaulté.,DC0110: Si la promesse m'est tenue,S,,B-flat,T,Authentic,D,G,Authentic,Authentic,G
"DC0110.2: Et en femme gist loyauté,",DC0110: Si la promesse m'est tenue,S,None,D,T,Authentic,G,B-flat,Authentic,Authentic,G
"DC0110.1: Si la promesse m'est tenue,",DC0110: Si la promesse m'est tenue,S,None,G,T,Authentic,None,D,None,Authentic,G
DC0109.8: Du premier coup il rend l'homme amoureux,DC0109: Mars et Amour font ensemble alliance,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0109.7: Quand l'arc d'Amour le fier Mars vient destendre,",DC0109: Mars et Amour font ensemble alliance,Ct,"Displaced, Inverted",D,S,Authentic,B-flat,D,Authentic,Authentic,G
DC0109.6: Que l'un ne peult rien sans l'autre entreprendre.,DC0109: Mars et Amour font ensemble alliance,S,None,B-flat,T,Authentic,D,D,Phrygian,Authentic,G
"DC0109.5: Ilz sont tous deux de volunté si fermes,",DC0109: Mars et Amour font ensemble alliance,Ct,Displaced,D,B,Phrygian,G,B-flat,Authentic,Authentic,G
DC0109.2: Et ont changé de puissances et armes.,DC0109: Mars et Amour font ensemble alliance,S,None,G,T,Authentic,B-flat,D,Authentic,Phrygian,G
"DC0109.1: Mars et Amour font ensemble alliance,",DC0109: Mars et Amour font ensemble alliance,S,Incomplete,B-flat,T,Authentic,None,G,None,Authentic,G
DC0108.6: Le seul content de moy et de m’amye.,DC0108: Vive sera pour jamais n'estre morte,S,None,D,T,CadInCad,A,None,Phrygian,None,D
DC0108.5: Ce qu’advenant je pourray devenir,DC0108: Vive sera pour jamais n'estre morte,S,,A,T,Phrygian,G,D,Authentic,Authentic,D
DC0108.2: Dans le secret d’un plus hault souvenir,DC0108: Vive sera pour jamais n'estre morte,T,"Displaced, Inverted, Incomplete",B-flat,Ct,Authentic,D,G,Plagal,Authentic,D
"DC0108.1: Vive sera pour jamais n'estre morte,",DC0108: Vive sera pour jamais n'estre morte,Ct,Displaced,D,B,Plagal,None,B-flat,None,Authentic,D
"DC0107.8: Vive sera, pour n'estre jamais morte.",DC0107: La volunté si longtemps endormie,S,None,G,T,Authentic,B-flat,None,Authentic,None,G
DC0107.7: La descouvrant la mienne ensevelie,DC0107: La volunté si longtemps endormie,T,"Displaced, Inverted, Evaded",B-flat,Ct,Authentic,G,G,Authentic,Authentic,G
DC0107.6: Ou feu couvert rend sa chaleur plus forte.,DC0107: La volunté si longtemps endormie,S,None,G,T,Authentic,G,B-flat,Authentic,Authentic,G
"DC0107.5: Et tout ainsi que la flamme amortie, ",DC0107: La volunté si longtemps endormie,S,None,G,T,Authentic,G,G,Authentic,Authentic,G
DC0107.2: S'esveillera si j'ay ce que je pense,DC0107: La volunté si longtemps endormie,S,None,G,T,Authentic,D,G,Phrygian,Authentic,G
DC0107.1: La volunté si long temps endormie,DC0107: La volunté si longtemps endormie,T,"Displaced, Inverted, Evaded",B-flat,Ct,Authentic,None,D,None,Phrygian,G
DC0106.8: Et qu’elle attaint les hommes de vertu.,DC0106: L'enfant Amour n'a plus son arc estrangé,S,None,G,T,Authentic,D,None,Authentic,None,G
"DC0106.7: Je voy qu’Amour chasse souvent aux bestes,",DC0106: L'enfant Amour n'a plus son arc estrangé,S,None,D,T,Authentic,A,G,Phrygian,Authentic,G
DC0106.6: Et si on dict a quoy le cognois tu?,DC0106: L'enfant Amour n'a plus son arc estrangé,S,,A,T,Phrygian,G,D,Authentic,Authentic,G
"DC0106.5: Ilz ont changé, n’en faictes plus d’enquestes.",DC0106: L'enfant Amour n'a plus son arc estrangé,Ct,Displaced,D,B,Phrygian,G,G,Authentic,Authentic,G
DC0106.2: Dont il blessoit d’hommes et coeurs et testes.,DC0106: L'enfant Amour n'a plus son arc estrangé,T,Displaced,B-flat,B,Authentic,B-flat,G,Authentic,Authentic,G
"DC0106.1: L'enfant Amour n'a plus son arc estrange,",DC0106: L'enfant Amour n'a plus son arc estrangé,S,None,B-flat,T,Authentic,D,B-flat,Phrygian,Authentic,G
DC0105.10: Mieulx que vous tous luy seul me servira.,"DC0105: Cest oeil mignon, ce visage poly",S,None,G,T,Authentic,G,None,Authentic,None,G
"DC0105.9: Retirez vous, j'ay un amy fidele,","DC0105: Cest oeil mignon, ce visage poly",S,,G,T,Authentic,D,G,Authentic,Authentic,G
DC0105.8: Et les chassant m'a dict qu'elle dira:,"DC0105: Cest oeil mignon, ce visage poly",S,None,D,T,Authentic,G,G,Authentic,Authentic,G
DC0105.7: Mais je sçay bien qu'elle leur est cruelle.,"DC0105: Cest oeil mignon, ce visage poly",T,"Inverted, Incomplete",G,Ct,Authentic,B-flat,G,Authentic,Authentic,G
DC0105.6: Un serviteur pour servir à la belle.,"DC0105: Cest oeil mignon, ce visage poly",S,Displaced,B-flat,Ct,Authentic,D,G,Authentic,Authentic,G
DC0105.5: Que c'est qu'ilz font? chascun d'entr'eulx pourchasse,"DC0105: Cest oeil mignon, ce visage poly",S,Displaced,D,Ct,Authentic,F,B-flat,Authentic,Authentic,G
DC0105.4: Las que font ilz en ceste terre basse?,"DC0105: Cest oeil mignon, ce visage poly",S,None,B-flat,T,Authentic,G,D,Authentic,Phrygian,G
"DC0105.3: Cest entretien, et devis tant joly,","DC0105: Cest oeil mignon, ce visage poly",S,None,G,T,Authentic,B-flat,B-flat,Authentic,Authentic,G
"DC0105.2: Ce corps bien faict, ceste tant bonne grace.","DC0105: Cest oeil mignon, ce visage poly",None,None,B-flat,None,Plagal,B-flat,B-flat,Authentic,Authentic,G
"DC0105.1: Cest oeil mignon, ce visage poly,","DC0105: Cest oeil mignon, ce visage poly",S,None,B-flat,T,Authentic,D,B-flat,Phrygian,Plagal,G
DC0104.8: Pour à jamais mener heureuse vie.,"DC0104: Cherchant amour, Hymen vint apparoistre",S,,G,T,Authentic,D,None,Phrygian,None,G
DC0104.6: Une sans plus de loyauté munie,"DC0104: Cherchant amour, Hymen vint apparoistre",Ct,Displaced,D,B,Phrygian,D,G,Authentic,Authentic,G
DC0104.5: En Cupido ne te tiens arresté.,"DC0104: Cherchant amour, Hymen vint apparoistre",Ct,"Displaced, Inverted, Evaded",D,S,Authentic,G,D,Authentic,Phrygian,G
DC0104.2: Devant mes yeulx avecques chasteté.,"DC0104: Cherchant amour, Hymen vint apparoistre",S,None,G,T,Authentic,B-flat,D,Authentic,Authentic,G
"DC0104.1: Cherchant Amour, Hymen vint apparoistre","DC0104: Cherchant amour, Hymen vint apparoistre",S,None,B-flat,T,Authentic,None,G,None,Authentic,G
DC0103.8: Sans secourir ma loyauté?,DC0103: O combien je suis fortuné,S,,G,T,Authentic,G,None,Authentic,None,G
"DC0103.7: Qu'elle vit en peine telle,",DC0103: O combien je suis fortuné,T,Displaced,B-flat,B,Authentic,B-flat,G,Authentic,Authentic,G
"DC0103.6: N'est ce pas grande cruauté,",DC0103: O combien je suis fortuné,S,,B-flat,T,Authentic,B-flat,B-flat,Authentic,Authentic,G
DC0103.5: Ell'est doulce et luy rebelle.,DC0103: O combien je suis fortuné,T,Displaced,B-flat,B,Authentic,G,B-flat,Authentic,Authentic,G
DC0103.2: De servir maistresse si belle.,DC0103: O combien je suis fortuné,S,,G,T,Authentic,D,B-flat,Authentic,Authentic,G
"DC0103.1: O combien je suis fortuné,",DC0103: O combien je suis fortuné,T,Displaced,D,B,Authentic,None,G,None,Authentic,G
DC0102.8: C'est couardise qui nous sert d'ennemy.,"DC0102: Venons au poinct, ma dame s'il vous plaist",S,,D,T,Authentic,A,None,Authentic,None,D
"DC0102.7: Vous souffrez mal, et moy un grand martyre.","DC0102: Venons au poinct, ma dame s'il vous plaist",S,None,A,T,Authentic,A,D,Authentic,Authentic,D
DC0102.6: L'ouy valoir et le non se retire.,"DC0102: Venons au poinct, ma dame s'il vous plaist",S,,D,T,Authentic,G,A,Authentic,Authentic,D
DC0102.5: Or faictes donc s'il vous plaist mon bel amy,"DC0102: Venons au poinct, ma dame s'il vous plaist",T,Inverted,F,S,Authentic,F,G,Authentic,Authentic,D
"DC0102.4: Dictes l'ouy, car le non me desplait.","DC0102: Venons au poinct, ma dame s'il vous plaist",S,,F,T,Authentic,D,F,Authentic,Authentic,D
DC0102.3: Le doy je prendre ou le vous demander?,"DC0102: Venons au poinct, ma dame s'il vous plaist",S,None,D,T,Authentic,A,F,Authentic,Authentic,D
DC0102.2: Il en est temps sans plus tant marchander.,"DC0102: Venons au poinct, ma dame s'il vous plaist",S,,A,T,Authentic,D,D,Authentic,Authentic,D
"DC0102.1: Venons au poinct madame s'il vous plaist,","DC0102: Venons au poinct, ma dame s'il vous plaist",S,None,D,T,Authentic,D,A,Authentic,Authentic,D
DC0101.8: C'est au soleil que la lune appartient.,DC0101: Qui souhaitez avoir tout le plaisir,S,None,D,T,Authentic,A,None,Authentic,None,D
DC0101.7: On luy diroit aymez humainement.,DC0101: Qui souhaitez avoir tout le plaisir,Ct,Displaced,A,B,Phrygian,A,A,Authentic,Authentic,D
"DC0101.6: Voler au ciel ou mon amour se tient,",DC0101: Qui souhaitez avoir tout le plaisir,S,None,A,T,Authentic,D,A,CadInCad,Phrygian,D
DC0101.5: Mais qui vouldroit audacieusement,DC0101: Qui souhaitez avoir tout le plaisir,T,"Displaced, Inverted, Evaded",D,Ct,CadInCad,D,A,Authentic,Authentic,D
DC0101.2: Qu'un amy peult vouloir honnestement,DC0101: Qui souhaitez avoir tout le plaisir,S,,D,T,Authentic,A,D,Authentic,Authentic,D
DC0101.1: Qui souhaitez avoir tout le plaisir,DC0101: Qui souhaitez avoir tout le plaisir,S,,A,T,Authentic,D,D,Authentic,Authentic,D
